Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
MERC,9.3,Call,10,2023-11-17,157,0.45,0.68,0.9,0.75,1010,301,3.36,41.13%,0.456108,"12:09 ET"
AVGO,850.11,Put,840,2023-06-16,3,6.5,6.8,7.1,6.6,553,165,3.35,35.67%,-0.350473,"14:01 ET"
FCX,39.81,Call,41,2023-07-21,38,1.43,1.45,1.47,1.45,5424,1617,3.35,36.50%,0.442112,"14:04 ET"
TSLA,259.44,Put,247.5,2023-06-16,3,2.01,2.03,2.04,2.02,13401,3999,3.35,65.04%,-0.223548,"14:05 ET"
ULTA,440.84,Call,440,2023-06-16,3,5.5,5.7,5.9,5.71,1490,446,3.34,31.15%,0.551323,"13:53 ET"
AI,43.73,Call,45,2023-06-23,10,2.6,2.63,2.65,2.65,2102,630,3.34,126.77%,0.444916,"14:04 ET"
PLAY,46.38,Put,40,2023-07-21,38,0.55,0.58,0.6,0.58,2156,645,3.34,49.61%,-0.14155,"14:04 ET"
GME,27.31,Call,28,2023-06-16,3,0.6,0.61,0.62,0.61,14375,4320,3.33,112.20%,0.35106,"14:05 ET"
ON,92.42,Call,95,2023-06-23,10,1.51,1.54,1.56,1.51,511,155,3.3,40.54%,0.367544,"14:03 ET"
CRM,209.66,Call,215,2023-06-23,10,2.24,2.28,2.32,2.31,3537,1072,3.3,31.82%,0.328249,"14:04 ET"
SHOP,63.71,Call,80,2023-07-14,31,0.41,0.43,0.44,0.43,585,178,3.29,55.46%,0.095161,"13:54 ET"
NVDA,408.26,Call,410,2023-06-23,10,10.65,10.7,10.75,10.64,8224,2500,3.29,43.62%,0.484856,"14:04 ET"
RBLX,39.81,Call,46,2023-07-14,31,0.53,0.55,0.57,0.54,519,158,3.28,50.41%,0.182078,"13:58 ET"
AI,43.73,Put,36,2023-06-23,10,0.9,0.95,1,0.93,949,290,3.27,125.59%,-0.175905,"14:04 ET"
DBX,24.66,Put,24,2023-07-21,38,0.35,0.4,0.45,0.45,765,235,3.26,24.75%,-0.334054,"13:40 ET"
ADBE,476.39,Call,620,2023-06-16,3,0.6,0.69,0.78,0.69,874,268,3.26,148.18%,0.029237,"14:01 ET"
AMD,129.1,Put,132,2023-06-16,3,5.5,5.63,5.75,5.2,693,213,3.25,72.08%,-0.661337,"13:58 ET"
OPEN,2.94,Call,4,2023-07-21,38,0.17,0.19,0.2,0.19,1249,384,3.25,132.06%,0.298415,"13:58 ET"
TSLA,259.44,Call,252.5,2023-06-23,10,12.7,12.77,12.85,12.85,4686,1446,3.24,56.14%,0.620161,"14:04 ET"
CRWD,152.9,Call,165,2023-06-30,17,1.6,1.64,1.67,1.68,588,182,3.23,42.32%,0.215058,"13:58 ET"
RIVN,15.36,Call,20,2023-07-21,38,0.41,0.42,0.42,0.42,10099,3136,3.22,83.63%,0.20419,"13:57 ET"
MSFT,333.98,Call,332.5,2023-06-23,10,5.75,5.8,5.85,5.85,2389,745,3.21,22.49%,0.562416,"14:04 ET"
SQ,66.1,Call,69,2023-06-23,10,0.94,0.95,0.95,0.94,614,193,3.18,48.82%,0.293142,"14:04 ET"
TSLA,259.44,Call,255,2023-06-30,17,14.25,14.35,14.45,14.25,4732,1487,3.18,55.31%,0.574282,"14:04 ET"
AI,43.73,Put,37,2023-06-23,10,1.15,1.23,1.3,1.2,532,168,3.17,126.30%,-0.213048,"14:00 ET"
CAT,246.18,Call,242.5,2023-06-16,3,5.2,5.43,5.65,5.5,1124,355,3.17,36.60%,0.687323,"13:49 ET"
NFLX,435.87,Call,445,2023-06-23,10,6.8,6.88,6.95,7.3,599,190,3.15,38.50%,0.372576,"14:01 ET"
AAPL,183.01,Put,185,2023-07-14,31,4.35,4.4,4.45,4.43,1337,425,3.15,17.29%,-0.556948,"13:34 ET"
TSLA,259.44,Call,290,2023-07-14,31,7.2,7.3,7.4,7.77,905,288,3.14,58.95%,0.287039,"13:48 ET"
TSM,108.04,Call,115,2023-07-28,45,2.52,2.59,2.65,2.62,1209,385,3.14,33.67%,0.331531,"13:31 ET"
PLAY,46.38,Call,45,2023-06-16,3,2,2.1,2.2,2.05,5943,1892,3.14,59.64%,0.760163,"14:00 ET"
GME,27.31,Put,22,2023-06-30,17,0.16,0.25,0.33,0.19,1215,390,3.12,73.22%,-0.090538,"13:49 ET"
SMCI,242.4,Call,250,2023-06-16,3,4.9,5.05,5.2,5.4,1613,517,3.12,96.29%,0.366281,"14:02 ET"
ARCC,19.07,Call,18,2023-06-16,3,1,1.08,1.15,1.1,2446,785,3.12,44.37%,0.930745,"13:38 ET"
BYND,14.36,Put,11,2023-07-21,38,0.89,0.95,1.01,0.95,615,198,3.11,137.55%,-0.211423,"14:04 ET"
NVDA,408.26,Call,420,2023-06-16,3,3.25,3.3,3.35,3.28,72764,23387,3.11,53.86%,0.274743,"14:04 ET"
ATVI,80.96,Call,81,2023-06-16,3,0.65,0.68,0.7,0.65,9419,3037,3.1,22.65%,0.497801,"14:04 ET"
NVDA,408.26,Put,405,2023-06-30,17,13.3,13.38,13.45,12.93,730,236,3.09,42.57%,-0.449851,"13:50 ET"
AVGO,850.11,Call,850,2023-06-23,10,16.7,17,17.3,16.65,778,252,3.09,29.83%,0.514844,"13:58 ET"
GME,27.31,Call,26,2023-06-30,17,2.09,2.15,2.2,2.24,1346,436,3.09,74.56%,0.609989,"14:03 ET"
AMD,129.1,Put,129,2023-06-16,3,3.55,3.6,3.65,3.65,4925,1596,3.09,69.55%,-0.527157,"14:04 ET"
CHWY,39.76,Put,38.5,2023-06-16,3,0.33,0.36,0.38,0.32,1263,410,3.08,57.25%,-0.273388,"13:01 ET"
QS,7.61,Call,8.5,2023-06-16,3,0.1,0.11,0.11,0.1,3049,990,3.08,141.39%,0.197059,"14:04 ET"
ADM,73.86,Call,76,2023-06-23,10,0.4,0.45,0.5,0.4,697,227,3.07,22.17%,0.250907,"13:41 ET"
AMZN,126.52,Call,126,2023-07-14,31,4.65,4.7,4.75,4.7,1002,326,3.07,28.85%,0.551517,"14:04 ET"
IBM,137.77,Call,139,2023-06-23,10,1.19,1.21,1.24,1.2,1503,490,3.07,19.03%,0.396392,"12:55 ET"
AMZN,126.52,Call,128,2023-06-23,10,1.95,1.96,1.96,1.97,3485,1137,3.07,31.21%,0.422288,"13:57 ET"
MDB,381.03,Call,400,2023-06-16,3,3,3.13,3.25,3.16,2273,744,3.06,70.57%,0.230173,"14:04 ET"
COIN,52.36,Call,54,2023-06-16,3,1.11,1.13,1.15,1.14,5066,1657,3.06,105.86%,0.356046,"14:04 ET"
CCJ,31.56,Call,35,2023-07-21,38,0.44,0.45,0.46,0.46,15582,5096,3.06,37.10%,0.223546,"13:51 ET"
AMD,129.1,Call,165,2023-06-23,10,0.13,0.14,0.15,0.15,8173,2678,3.05,75.54%,0.025728,"14:03 ET"
QS,7.61,Call,7.5,2023-06-16,3,0.34,0.36,0.37,0.34,4764,1567,3.04,113.97%,0.550307,"14:04 ET"
UPST,36.59,Call,30,2023-06-23,10,6.35,6.43,6.5,6.4,1394,460,3.03,90.13%,0.90772,"14:04 ET"
TSLA,259.44,Call,320,2023-06-30,17,1.46,1.47,1.48,1.51,1417,467,3.03,68.78%,0.088054,"14:02 ET"
BLDP,5.49,Call,6,2023-07-21,38,0.3,0.32,0.35,0.31,644,213,3.02,68.99%,0.400895,"13:11 ET"
AZN,74.17,Call,80,2023-08-18,66,0.83,0.89,0.94,0.9,1510,502,3.01,21.61%,0.235644,"13:09 ET"
GME,27.31,Put,24,2023-06-16,3,0.09,0.1,0.1,0.1,7924,2631,3.01,93.97%,-0.091034,"14:05 ET"
TSM,108.04,Call,115,2023-06-23,10,0.63,0.64,0.64,0.64,1538,512,3,38.92%,0.175763,"13:58 ET"
NVDA,408.26,Call,405,2023-06-23,10,12.95,13.05,13.15,12.9,4142,1379,3,43.26%,0.552703,"14:03 ET"
TSLA,259.44,Put,243.33,2023-06-16,3,1.23,1.23,1.24,1.23,7880,2628,3,65.83%,-0.149952,"14:05 ET"
GME,27.31,Call,26.5,2023-06-16,3,1.01,1.05,1.08,1.03,5929,1982,2.99,90.95%,0.56927,"14:04 ET"
INTC,33.69,Call,34.5,2023-06-16,3,0.27,0.28,0.28,0.27,10496,3507,2.99,48.48%,0.295701,"14:05 ET"
CVNA,23.94,Call,36,2023-06-16,3,0.1,0.11,0.12,0.18,521,175,2.98,265.32%,0.050538,"13:46 ET"
DVN,50.84,Call,52,2023-07-07,24,0.84,0.86,0.88,0.88,1263,424,2.98,28.02%,0.366725,"14:03 ET"
PLTR,15.99,Call,15.5,2023-06-30,17,1.26,1.28,1.3,1.28,1363,458,2.98,78.78%,0.594671,"14:04 ET"
RIVN,15.36,Put,15.5,2023-06-23,10,0.91,0.93,0.94,0.92,689,232,2.97,83.60%,-0.498281,"14:02 ET"
CVS,72.64,Call,75,2023-06-23,10,0.29,0.3,0.3,0.31,959,323,2.97,22.74%,0.197579,"13:41 ET"
DVN,50.84,Call,52,2023-07-14,31,1.08,1.1,1.11,1.11,1659,559,2.97,29.00%,0.387089,"14:03 ET"
UPWK,9.24,Call,10,2023-07-21,38,0.35,0.38,0.4,0.39,3221,1084,2.97,56.47%,0.371579,"13:48 ET"
GME,27.31,Call,25.5,2023-06-23,10,1.97,2.09,2.21,2,1030,348,2.96,71.42%,0.68644,"14:03 ET"
RIVN,15.36,Call,16.5,2023-06-23,10,0.46,0.48,0.49,0.48,1512,510,2.96,89.54%,0.342298,"14:02 ET"
PLUG,10.89,Call,15,2023-07-21,38,0.33,0.34,0.34,0.35,1995,673,2.96,98.50%,0.2004,"13:59 ET"
NVDA,408.26,Call,500,2023-06-30,17,1.07,1.08,1.09,1.07,6314,2133,2.96,56.22%,0.053574,"14:05 ET"
GME,27.31,Call,27,2023-06-23,10,1.32,1.44,1.56,1.33,2327,789,2.95,80.01%,0.506144,"14:03 ET"
TSLA,259.44,Put,245,2023-06-23,10,3.9,3.95,4,3.95,5094,1725,2.95,55.41%,-0.262545,"14:04 ET"
KMI,17.08,Put,17.5,2023-06-16,3,0.4,0.42,0.44,0.42,800,272,2.94,21.23%,-0.883965,"11:51 ET"
MOS,36.26,Put,32,2023-06-30,17,0.13,0.16,0.18,0.17,936,318,2.94,47.25%,-0.093903,"11:57 ET"
ULTA,440.84,Call,450,2023-06-16,3,1.8,1.9,2,1.91,1455,495,2.94,31.57%,0.255382,"14:00 ET"
AI,43.73,Call,50,2023-06-16,3,0.5,0.53,0.55,0.56,15571,5288,2.94,165.54%,0.165059,"14:04 ET"
TRUP,27.01,Call,35,2023-06-16,3,0.1,0.13,0.15,0.2,749,256,2.93,186.95%,0.066961,"13:36 ET"
WMT,155.14,Call,157.5,2023-06-16,3,0.2,0.21,0.21,0.21,2304,787,2.93,16.30%,0.171941,"14:04 ET"
NVDA,408.26,Put,400,2023-06-30,17,10.95,11.02,11.1,11.1,1265,435,2.91,42.62%,-0.39663,"14:04 ET"
SOFI,9.48,Put,9,2023-06-30,17,0.5,0.52,0.54,0.54,2934,1007,2.91,93.69%,-0.367307,"14:04 ET"
TSLA,259.44,Call,270,2023-06-23,10,5.45,5.48,5.5,5.48,6781,2331,2.91,58.28%,0.345836,"14:05 ET"
AAL,16.31,Call,17,2023-07-14,31,0.36,0.37,0.38,0.38,682,235,2.9,33.80%,0.365135,"13:52 ET"
SOFI,9.48,Call,11,2023-06-30,17,0.27,0.28,0.28,0.28,2063,711,2.9,95.55%,0.262745,"13:58 ET"
TGT,128.9,Call,130,2023-06-16,3,1.26,1.28,1.3,1.26,8825,3045,2.9,36.16%,0.417612,"14:05 ET"
AMZN,126.52,Call,150,2023-07-21,38,0.3,0.31,0.31,0.31,29743,10269,2.9,31.72%,0.058125,"14:03 ET"
SOFI,9.48,Call,11,2023-07-14,31,0.35,0.38,0.4,0.39,625,216,2.89,82.04%,0.305635,"13:56 ET"
CRM,209.66,Put,202.5,2023-06-23,10,1.5,1.53,1.56,1.53,740,256,2.89,30.75%,-0.238403,"13:48 ET"
CRM,209.66,Call,210,2023-06-30,17,5.3,5.38,5.45,5.5,953,330,2.89,29.98%,0.511058,"13:55 ET"
GME,27.31,Call,25.5,2023-06-16,3,1.55,1.6,1.65,1.6,4180,1446,2.89,83.79%,0.754616,"14:04 ET"
TSLA,259.44,Put,240,2023-06-16,3,0.82,0.83,0.83,0.82,45248,15645,2.89,66.99%,-0.106252,"14:04 ET"
BAC,29.5,Put,31,2024-01-19,220,2.88,2.9,2.91,2.88,512,178,2.88,24.36%,-0.551452,"13:43 ET"
AI,43.73,Call,65,2023-06-23,10,0.3,0.32,0.35,0.3,902,314,2.87,156.18%,0.068013,"14:04 ET"
TSLA,259.44,Put,275,2023-06-16,3,18.15,18.23,18.3,18.45,1205,420,2.87,72.61%,-0.820478,"14:03 ET"
OXY,59.52,Put,58,2023-06-30,17,0.64,0.67,0.69,0.65,3444,1200,2.87,25.20%,-0.306229,"13:44 ET"
INTC,33.69,Put,33,2023-06-16,3,0.27,0.28,0.29,0.3,5479,1918,2.86,45.56%,-0.307624,"13:57 ET"
AI,43.73,Call,59,2023-06-16,3,0.1,0.18,0.25,0.2,589,207,2.85,215.42%,0.059879,"13:52 ET"
TSM,108.04,Call,114,2023-06-23,10,0.76,0.77,0.78,0.79,662,232,2.85,38.01%,0.207101,"13:56 ET"
EA,127,Call,130,2023-09-15,94,4.5,4.6,4.7,4.6,1341,470,2.85,20.82%,0.472638,"13:50 ET"
NFLX,435.87,Put,417.5,2023-06-16,3,1.25,1.29,1.32,1.33,1709,599,2.85,42.69%,-0.145981,"14:02 ET"
CCL,15.26,Call,20,2023-10-20,129,0.68,0.69,0.7,0.67,3366,1179,2.85,54.33%,0.267983,"13:30 ET"
CVNA,23.94,Call,26.5,2023-06-16,3,0.93,0.96,0.99,0.96,783,277,2.83,233.49%,0.32751,"14:02 ET"
NVDA,408.26,Call,435,2023-06-23,10,3.7,3.75,3.8,3.95,1626,575,2.83,47.10%,0.215065,"14:02 ET"
RKT,9.43,Call,9.5,2023-06-16,3,0.13,0.15,0.17,0.13,547,194,2.82,47.66%,0.439522,"14:02 ET"
COIN,52.36,Call,53,2023-06-16,3,1.47,1.5,1.52,1.54,2614,927,2.82,105.78%,0.430749,"14:04 ET"
ORCL,117.68,Call,126,2023-06-23,10,0.3,0.32,0.35,0.35,868,309,2.81,32.74%,0.115038,"14:01 ET"
QCOM,125.12,Call,105,2025-01-17,584,33.15,33.38,33.6,33.55,1023,364,2.81,36.57%,0.729482,"12:57 ET"
IOT,30.67,Put,30,2023-07-21,38,2,2.03,2.05,2.05,4078,1451,2.81,59.90%,-0.42468,"14:04 ET"
FDX,227.55,Put,210,2025-01-17,584,21.25,21.7,22.15,21.63,778,278,2.8,30.76%,-0.310959,"12:45 ET"
NFLX,435.87,Put,422.5,2023-06-16,3,2.18,2.23,2.27,2.27,1235,441,2.8,42.76%,-0.228133,"14:03 ET"
XELA,4.99,Call,5,2024-01-19,220,1.55,1.61,1.67,1.55,1260,450,2.8,100.64%,0.663475,"13:22 ET"
AI,43.73,Call,41,2023-06-16,3,2.95,3.08,3.2,3.04,4771,1704,2.8,136.84%,0.65282,"14:04 ET"
NIO,8.85,Put,8.5,2023-07-07,24,0.39,0.4,0.4,0.4,598,214,2.79,65.38%,-0.359475,"14:04 ET"
AMD,129.1,Put,130,2023-06-30,17,6.35,6.43,6.5,6.35,906,326,2.78,49.76%,-0.525508,"14:04 ET"
F,14.14,Call,14.5,2023-06-30,17,0.25,0.26,0.27,0.26,4293,1542,2.78,33.79%,0.377712,"14:04 ET"
NCLH,19.44,Call,21,2023-06-30,17,0.39,0.41,0.42,0.41,664,240,2.77,57.42%,0.289655,"13:26 ET"
AMD,129.1,Call,160,2023-06-23,10,0.21,0.22,0.22,0.26,967,349,2.77,72.07%,0.036772,"14:00 ET"
NFLX,435.87,Put,425,2023-06-16,3,2.83,2.89,2.94,2.99,2552,920,2.77,42.41%,-0.275169,"14:05 ET"
AMD,129.1,Put,127,2023-06-16,3,2.48,2.51,2.54,2.54,8998,3254,2.77,67.26%,-0.42698,"14:04 ET"
LCID,6.62,Call,7,2023-06-23,10,0.19,0.2,0.2,0.2,12286,4429,2.77,77.01%,0.368368,"14:04 ET"
TSLA,259.44,Put,237.5,2023-06-16,3,0.6,0.61,0.62,0.6,13092,4752,2.76,67.99%,-0.080896,"14:04 ET"
ORCL,117.68,Call,125,2023-06-16,3,0.19,0.2,0.2,0.21,15232,5523,2.76,47.10%,0.085845,"14:04 ET"
W,50.7,Put,17.5,2025-12-19,920,5.25,5.28,5.3,5.25,1468,534,2.75,101.29%,-0.065148,"13:45 ET"
AVGO,850.11,Call,880,2023-06-16,3,3.5,3.65,3.8,3.5,2909,1059,2.75,43.18%,0.193654,"14:04 ET"
IRM,56.64,Call,55,2023-06-16,3,1.55,1.73,1.9,1.75,5205,1895,2.75,26.00%,0.902001,"13:40 ET"
BILL,118.25,Put,120,2023-08-18,66,13.6,13.8,14,13.72,641,234,2.74,64.98%,-0.464326,"14:00 ET"
MANU,22.72,Put,18,2023-07-21,38,1.3,1.35,1.4,1.3,853,311,2.74,120.61%,-0.212343,"12:56 ET"
NKE,106.95,Call,111,2023-06-23,10,0.4,0.41,0.41,0.41,1098,401,2.74,23.66%,0.182944,"13:54 ET"
GOOG,124.54,Call,125,2023-07-07,24,2.96,2.98,2.99,3,1336,487,2.74,24.03%,0.503331,"13:56 ET"
CAT,246.18,Call,260,2023-07-21,38,2.71,2.75,2.78,2.75,1658,605,2.74,23.06%,0.258192,"14:00 ET"
CCL,15.26,Put,15,2023-06-23,10,0.44,0.45,0.45,0.45,3034,1109,2.74,57.67%,-0.407264,"14:04 ET"
PLTR,15.99,Put,14,2023-07-14,31,0.49,0.51,0.52,0.49,3688,1344,2.74,70.61%,-0.231938,"13:57 ET"
NIO,8.85,Put,8.5,2023-06-30,17,0.32,0.33,0.33,0.34,2345,859,2.73,66.74%,-0.348986,"13:53 ET"
NVDA,408.26,Put,392.5,2023-06-23,10,5,5.05,5.1,5.09,1798,662,2.72,42.01%,-0.280104,"14:05 ET"
MSFT,333.98,Put,332.5,2023-06-23,10,3.85,3.9,3.95,3.87,1238,456,2.71,21.19%,-0.437365,"14:04 ET"
FUBO,2.17,Call,2.5,2023-07-14,31,0.1,0.13,0.15,0.15,680,252,2.7,104.37%,0.382573,"13:41 ET"
PLTR,15.99,Call,18,2023-07-28,45,0.81,0.86,0.9,0.92,990,366,2.7,70.93%,0.361689,"13:22 ET"
ZIM,13.16,Put,10,2025-01-17,584,1.85,1.9,1.95,1.87,1211,449,2.7,0.00%,0,"13:53 ET"
SAVA,25.83,Call,26,2023-06-16,3,0.5,0.65,0.8,0.73,1680,623,2.7,100.65%,0.442175,"13:59 ET"
NFLX,435.87,Call,445,2023-06-16,3,3.4,3.47,3.55,3.4,4592,1699,2.7,47.09%,0.296598,"14:04 ET"
SNAP,10.32,Call,10.5,2023-06-23,10,0.28,0.29,0.29,0.29,16885,6250,2.7,57.49%,0.427212,"14:04 ET"
QS,7.61,Call,8,2023-06-23,10,0.31,0.32,0.33,0.31,1225,455,2.69,96.99%,0.394508,"14:04 ET"
AMD,129.1,Put,127,2023-06-23,10,3.65,3.7,3.75,3.64,1512,562,2.69,51.35%,-0.435778,"14:03 ET"
MS,88.77,Call,90,2023-06-23,10,0.84,0.85,0.86,0.9,587,219,2.68,23.26%,0.36921,"13:41 ET"
PYPL,63.63,Put,62,2023-06-23,10,0.67,0.68,0.68,0.62,1479,552,2.68,31.22%,-0.311831,"13:56 ET"
EXPI,19.24,Call,20,2023-06-16,3,0.3,0.32,0.35,0.35,1678,628,2.67,95.35%,0.334262,"13:46 ET"
SMCI,242.4,Call,240,2023-06-16,3,9,9.2,9.4,9.24,719,270,2.66,95.88%,0.550196,"14:03 ET"
TSLA,259.44,Call,280,2023-06-23,10,3.35,3.38,3.4,3.39,7951,2989,2.66,61.34%,0.232662,"14:05 ET"
APPS,9.22,Call,10,2023-07-07,24,0.24,0.26,0.28,0.26,572,216,2.65,56.66%,0.321559,"13:42 ET"
GME,27.31,Call,30,2023-07-14,31,1.38,1.46,1.53,1.45,635,240,2.65,82.84%,0.370337,"14:04 ET"
NVDA,408.26,Call,445,2023-06-30,17,4.75,4.8,4.85,5.3,2815,1065,2.64,47.26%,0.213266,"13:49 ET"
TSLA,259.44,Call,280,2023-06-16,3,1.17,1.17,1.18,1.17,28924,10942,2.64,77.07%,0.132715,"14:05 ET"
NVDA,408.26,Put,410,2023-06-16,3,8.8,8.85,8.9,8.91,6320,2405,2.63,50.61%,-0.546511,"14:04 ET"
BLDP,5.49,Call,8,2023-08-18,66,0.1,0.15,0.2,0.15,792,302,2.62,78.09%,0.175873,"13:19 ET"
AMD,129.1,Put,130,2023-06-23,10,5.3,5.38,5.45,5.16,1288,492,2.62,52.58%,-0.543526,"14:00 ET"
BYND,14.36,Call,15,2023-06-23,10,1.09,1.14,1.19,1.11,1456,556,2.62,154.69%,0.463487,"14:02 ET"
NVDA,408.26,Call,415,2023-06-23,10,8.65,8.73,8.8,8.75,3782,1441,2.62,44.24%,0.419964,"14:04 ET"
TSLA,259.44,Call,252.5,2023-06-16,3,9.45,9.5,9.55,9.45,22137,8458,2.62,65.46%,0.66257,"14:04 ET"
BYND,14.36,Call,20,2023-06-30,17,0.53,0.59,0.64,0.6,827,317,2.61,172.72%,0.231542,"13:57 ET"
AI,43.73,Call,60,2023-06-16,3,0.1,0.13,0.15,0.14,1143,438,2.61,209.28%,0.044979,"14:04 ET"
UPWK,9.24,Put,7.5,2023-10-20,129,0.45,0.5,0.55,0.47,518,199,2.6,59.85%,-0.211593,"14:03 ET"
PDD,77.47,Call,90,2024-06-21,374,13.75,13.85,13.95,13.7,700,270,2.59,54.01%,0.538034,"12:45 ET"
AI,43.73,Put,45,2023-06-16,3,3.7,3.8,3.9,3.9,1007,389,2.59,164.17%,-0.608752,"14:03 ET"
NVDA,408.26,Call,410,2023-06-16,3,6.45,6.5,6.55,6.45,59884,23077,2.59,51.92%,0.45595,"14:05 ET"
U,38.54,Call,37.5,2023-06-16,3,1.5,1.53,1.55,1.7,916,355,2.58,82.22%,0.615833,"13:47 ET"
AMD,129.1,Call,132,2023-06-16,3,1.78,1.81,1.84,1.84,10198,3947,2.58,72.44%,0.340336,"14:04 ET"
WMT,155.14,Call,157.5,2023-06-30,17,0.89,0.91,0.93,0.91,816,318,2.57,12.82%,0.327797,"14:02 ET"
AMD,129.1,Call,133,2023-06-23,10,2.66,2.69,2.72,2.66,1207,470,2.57,53.68%,0.360156,"14:04 ET"
BNTX,115.33,Call,120,2023-07-21,38,4,4.15,4.3,4.2,2391,932,2.57,38.48%,0.427129,"14:02 ET"
AAPL,183.01,Call,187.5,2023-06-30,17,1.25,1.27,1.28,1.27,1028,401,2.56,17.98%,0.29073,"14:01 ET"
COIN,52.36,Call,51,2023-06-16,3,2.41,2.45,2.49,2.47,1984,775,2.56,107.51%,0.588862,"14:03 ET"
NVDA,408.26,Call,420,2023-06-23,10,7.05,7.07,7.1,7.1,11272,4395,2.56,44.84%,0.359536,"14:05 ET"
GME,27.31,Call,27.5,2023-06-23,10,1.17,1.22,1.27,1.29,504,198,2.55,85.85%,0.458012,"14:01 ET"
HD,300.94,Put,275,2023-06-23,10,0.18,0.2,0.22,0.19,1043,409,2.55,29.75%,-0.03222,"13:28 ET"
ACN,314.12,Call,305,2023-06-23,10,13.4,13.6,13.8,13.47,1215,476,2.55,37.14%,0.707103,"13:26 ET"
LCID,6.62,Call,6.5,2023-06-16,3,0.27,0.28,0.28,0.28,35378,13861,2.55,83.67%,0.629365,"14:05 ET"
TRUP,27.01,Put,25,2023-08-18,66,4.4,4.75,5.1,4.8,1272,501,2.54,132.73%,-0.339147,"12:40 ET"
AAPL,183.01,Put,182.5,2023-06-30,17,2.45,2.46,2.47,2.47,1893,745,2.54,18.26%,-0.44824,"14:04 ET"
RKLB,5.99,Call,6,2023-06-16,3,0.15,0.18,0.2,0.19,2051,809,2.54,84.61%,0.52612,"14:04 ET"
TSLA,259.44,Put,242.5,2023-06-16,3,1.11,1.12,1.13,1.12,10552,4150,2.54,66.23%,-0.138368,"14:05 ET"
ORCL,117.68,Call,125,2023-06-30,17,0.68,0.73,0.77,0.78,1193,471,2.53,28.94%,0.1855,"14:02 ET"
CRM,209.66,Put,202.5,2023-06-16,3,0.63,0.66,0.68,0.66,2930,1161,2.52,39.23%,-0.164533,"14:04 ET"
SOFI,9.48,Call,9.5,2023-06-23,10,0.55,0.56,0.56,0.56,9414,3733,2.52,94.65%,0.514611,"14:04 ET"
JD,38.12,Put,40,2023-07-21,38,3.1,3.15,3.2,3.17,730,291,2.51,43.51%,-0.601072,"12:40 ET"
VRT,22.33,Call,22.5,2023-12-15,185,3.3,3.35,3.4,3.4,1456,581,2.51,50.61%,0.593999,"13:24 ET"
UPS,172.93,Call,172.5,2023-06-23,10,2.89,2.92,2.94,2.85,560,224,2.5,23.00%,0.54155,"14:00 ET"
NIO,8.85,Put,9,2023-06-16,3,0.35,0.36,0.36,0.36,7954,3178,2.5,91.92%,-0.546898,"14:05 ET"
AI,43.73,Call,41,2023-06-30,17,5,5.1,5.2,5.2,662,266,2.49,118.18%,0.616436,"14:02 ET"
CVNA,23.94,Put,22,2023-06-23,10,1.94,1.98,2.02,2.01,685,275,2.49,182.52%,-0.351086,"13:58 ET"
AI,43.73,Put,38.5,2023-06-16,3,0.6,0.65,0.7,0.6,731,293,2.49,140.23%,-0.189153,"13:59 ET"
CVNA,23.94,Put,22.5,2023-06-16,3,1.3,1.32,1.33,1.35,3005,1205,2.49,216.64%,-0.368622,"14:03 ET"
GME,27.31,Call,26,2023-06-16,3,1.27,1.31,1.34,1.27,10272,4131,2.49,85.23%,0.665466,"14:05 ET"
HAL,33.23,Call,34.5,2023-06-16,3,0.17,0.18,0.18,0.2,1574,635,2.48,50.43%,0.208559,"13:19 ET"
AAP,69.16,Call,70,2023-06-16,3,0.8,0.83,0.85,0.8,3566,1437,2.48,46.77%,0.394644,"14:04 ET"
BUD,55.58,Call,60,2023-09-15,94,1.25,1.33,1.4,1.4,6217,2504,2.48,24.93%,0.324984,"13:56 ET"
MRVL,62.9,Put,63,2023-06-16,3,1.28,1.3,1.32,1.33,523,212,2.47,52.69%,-0.517136,"13:57 ET"
WMT,155.14,Put,170,2024-06-21,374,16.55,16.75,16.95,16.55,1139,461,2.47,15.90%,-0.711112,"13:04 ET"
MRVL,62.9,Call,72.5,2023-07-21,38,0.82,0.84,0.85,0.85,1124,456,2.46,44.42%,0.184601,"13:34 ET"
AMZN,126.52,Call,127,2023-06-30,17,3.15,3.18,3.2,3.22,2705,1099,2.46,30.66%,0.497268,"14:03 ET"
BYND,14.36,Call,14.5,2023-06-16,3,0.89,0.93,0.96,0.94,2042,835,2.45,212.42%,0.490117,"14:01 ET"
SOFI,9.48,Put,9,2023-06-16,3,0.19,0.2,0.2,0.19,22074,8998,2.45,109.60%,-0.302307,"14:04 ET"
HOOD,9.67,Call,15,2023-09-15,94,0.08,0.1,0.11,0.11,1109,454,2.44,57.60%,0.093636,"12:59 ET"
TSLA,259.44,Call,300,2023-07-28,45,8.8,8.95,9.1,9.21,2487,1018,2.44,61.08%,0.287578,"14:00 ET"
TSLA,259.44,Put,270,2023-06-23,10,16.7,16.78,16.85,16.5,652,268,2.43,57.82%,-0.657812,"14:00 ET"
GME,27.31,Put,22.5,2023-06-23,10,0.14,0.15,0.15,0.15,1712,705,2.43,81.48%,-0.085548,"13:52 ET"
NVDA,408.26,Call,505,2023-06-23,10,0.34,0.35,0.36,0.37,602,249,2.42,62.98%,0.022844,"13:58 ET"
