Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
CCL,15.62,Put,15,2023-08-18,58,1.06,1.07,1.08,1.03,2166,1517,1.43,56.03%,-0.387272,"11:04 ET"
VLD,1.98,Call,2.5,2023-11-17,149,0.2,0.33,0.45,0.35,530,374,1.42,99.18%,0.495613,"10:34 ET"
JNJ,164.22,Call,167.5,2023-06-30,9,0.3,0.32,0.34,0.35,547,385,1.42,11.21%,0.199262,"11:12 ET"
SNOW,175.95,Call,187.5,2023-06-23,2,0.64,0.65,0.66,0.66,1218,855,1.42,80.74%,0.129429,"11:13 ET"
NVDA,423.2,Call,425,2023-07-07,16,13.75,13.83,13.9,13.8,1416,996,1.42,41.64%,0.497277,"11:12 ET"
TSLA,267.97,Call,275,2023-07-14,23,11.9,11.98,12.05,12,1706,1203,1.42,64.41%,0.42377,"11:12 ET"
FDX,226.63,Call,232.5,2023-06-23,2,0.82,0.9,0.98,0.87,2039,1433,1.42,35.71%,0.246084,"11:11 ET"
CRWD,145.04,Put,142,2023-06-23,2,1.4,1.44,1.47,1.4,501,357,1.4,50.79%,-0.369076,"11:12 ET"
BBD,3.67,Put,3.64,2024-01-19,212,0.25,0.33,0.4,0.3,550,394,1.4,29.55%,-0.430163,"10:55 ET"
AVGO,851.25,Put,830,2023-06-23,2,3.3,3.4,3.5,3.42,618,441,1.4,36.82%,-0.246594,"11:12 ET"
NFLX,429.26,Call,435,2023-06-23,2,2.15,2.19,2.22,2.21,3378,2406,1.4,46.13%,0.25724,"11:12 ET"
ORCL,120.75,Put,121,2023-06-23,2,1.33,1.36,1.39,1.34,769,552,1.39,29.70%,-0.574136,"11:12 ET"
PDD,73.4,Call,85,2023-08-18,58,2.2,2.23,2.25,2.25,1039,749,1.39,50.14%,0.27517,"10:59 ET"
PTON,7.43,Put,7,2024-06-21,366,1.87,1.89,1.9,1.85,1428,1031,1.39,80.06%,-0.309235,"10:14 ET"
NVDA,423.2,Put,425,2023-06-30,9,12.9,12.98,13.05,13,2430,1745,1.39,44.47%,-0.518413,"11:12 ET"
MSTR,324.84,Call,340,2023-06-23,2,4.2,4.55,4.9,4.33,560,406,1.38,91.96%,0.31214,"11:10 ET"
LEVI,14.66,Call,15,2023-08-18,58,0.7,0.77,0.85,0.75,685,496,1.38,35.42%,0.493107,"10:57 ET"
GOOG,121.2,Put,122,2023-06-23,2,1.54,1.59,1.64,1.52,2818,2043,1.38,30.65%,-0.620319,"11:12 ET"
MSFT,333.6,Call,337.5,2023-06-23,2,1.16,1.17,1.19,1.21,3605,2611,1.38,29.14%,0.270301,"11:12 ET"
GOOGL,120.47,Put,120,2023-06-23,2,0.92,0.95,0.97,0.92,6818,4949,1.38,31.11%,-0.439773,"11:12 ET"
EQT,39.72,Call,46,2023-09-15,86,0.98,1.01,1.03,1.08,9752,7083,1.38,38.44%,0.249713,"10:37 ET"
MSTR,324.84,Call,330,2023-06-23,2,7.25,7.9,8.55,7.4,551,401,1.37,85.66%,0.476161,"11:12 ET"
HUT,2.73,Call,3,2023-06-30,9,0.11,0.14,0.16,0.14,2402,1753,1.37,133.51%,0.386596,"11:12 ET"
EQT,39.72,Put,37,2023-09-15,86,1.83,1.86,1.89,1.86,9757,7101,1.37,41.65%,-0.320942,"11:11 ET"
NVDA,423.2,Put,430,2023-06-23,2,11.15,11.25,11.35,11.2,14142,10356,1.37,52.90%,-0.671195,"11:12 ET"
ADBE,479.66,Call,485,2023-06-23,2,3.35,3.45,3.55,3.5,980,719,1.36,47.32%,0.326116,"11:11 ET"
SHOP,62.38,Call,64,2023-06-30,9,1.18,1.19,1.2,1.24,655,486,1.35,50.47%,0.367981,"11:11 ET"
AFRM,15.25,Call,16,2023-06-23,2,0.2,0.21,0.21,0.2,1333,986,1.35,104.26%,0.283834,"11:12 ET"
NVDA,423.2,Call,435,2023-07-07,16,9.85,9.93,10,9.91,1424,1058,1.35,42.23%,0.394138,"11:13 ET"
HIVE,3.79,Call,4,2023-07-21,30,0.3,0.32,0.35,0.31,1761,1308,1.35,90.06%,0.47475,"11:10 ET"
PLUG,9.7,Put,10,2024-06-21,366,2.82,2.87,2.91,2.84,3000,2222,1.35,76.79%,-0.353286,"10:40 ET"
TSLA,267.97,Put,250,2023-06-30,9,5.1,5.15,5.2,5.14,6332,4704,1.35,63.74%,-0.294606,"11:13 ET"
CAT,243.64,Call,245,2023-06-23,2,1.97,2.02,2.07,2.01,1089,810,1.34,30.16%,0.479018,"11:12 ET"
XOM,103.88,Call,106,2023-07-07,16,1.27,1.29,1.3,1.26,515,386,1.33,24.15%,0.366259,"11:04 ET"
JNJ,164.22,Put,162.5,2023-06-30,9,0.35,0.37,0.38,0.39,876,660,1.33,12.01%,-0.206754,"11:08 ET"
NFLX,429.26,Put,422.5,2023-06-23,2,4.1,4.18,4.25,4.2,749,567,1.32,43.39%,-0.416277,"11:12 ET"
OXY,57.58,Call,58,2023-06-30,9,0.76,0.79,0.81,0.78,664,506,1.31,25.58%,0.455129,"11:12 ET"
FDX,226.63,Put,227.5,2023-06-23,2,2.12,2.27,2.41,2.44,942,721,1.31,38.88%,-0.449802,"11:12 ET"
RIOT,11.49,Put,11,2023-06-23,2,0.19,0.2,0.2,0.22,1419,1084,1.31,130.21%,-0.270673,"11:12 ET"
PBR,14.8,Put,14,2023-07-21,30,0.31,0.32,0.33,0.3,4942,3764,1.31,35.88%,-0.309558,"10:49 ET"
TECK,41.23,Call,46,2023-09-15,86,1.39,1.44,1.5,1.57,589,452,1.3,38.91%,0.317115,"10:57 ET"
TWLO,64.88,Call,66,2023-06-23,2,0.59,0.62,0.65,0.63,502,390,1.29,64.69%,0.321558,"11:08 ET"
NFLX,429.26,Call,427.5,2023-06-23,2,4.4,4.48,4.55,4.61,544,421,1.29,44.17%,0.44029,"11:12 ET"
PLTR,14.63,Call,14.5,2023-06-23,2,0.41,0.42,0.42,0.42,2270,1757,1.29,97.53%,0.516318,"11:12 ET"
NVDA,423.2,Call,445,2023-06-23,2,1,1.02,1.03,1,9557,7418,1.29,57.92%,0.115292,"11:13 ET"
MARA,12.25,Call,12,2023-06-23,2,0.85,0.87,0.88,0.86,15276,11859,1.29,170.03%,0.637322,"11:12 ET"
TSLA,267.97,Call,300,2023-06-30,9,2.07,2.08,2.08,2.07,27519,21304,1.29,74.34%,0.139609,"11:13 ET"
NFLX,429.26,Put,430,2023-06-30,9,12.25,12.43,12.6,12.15,699,547,1.28,37.46%,-0.560396,"11:10 ET"
RIVN,14.81,Call,17,2023-07-21,30,0.65,0.66,0.66,0.64,1577,1235,1.28,87.75%,0.315107,"11:12 ET"
SGML,39.13,Call,45,2023-07-21,30,0.15,0.48,0.8,0.5,2219,1735,1.28,48.28%,0.180955,"11:07 ET"
EQT,39.72,Put,33,2023-09-15,86,0.79,0.82,0.84,0.77,9750,7595,1.28,44.49%,-0.163242,"10:37 ET"
TSLA,267.97,Call,280,2023-07-14,23,10.35,10.43,10.5,10.5,1688,1325,1.27,65.21%,0.382843,"11:12 ET"
MSFT,333.6,Call,340,2023-06-23,2,0.67,0.69,0.7,0.71,8247,6509,1.27,29.75%,0.175189,"11:12 ET"
TLRY,1.535,Call,1.5,2023-06-30,9,0.1,0.11,0.12,0.1,1012,806,1.26,91.34%,0.575976,"11:06 ET"
ENPH,170.38,Call,175,2023-06-23,2,1.39,1.43,1.47,1.44,1218,967,1.26,63.08%,0.294188,"11:12 ET"
TSLA,267.97,Put,230,2023-07-14,23,4.5,4.55,4.6,4.65,1800,1429,1.26,64.65%,-0.181949,"11:11 ET"
ADBE,479.66,Call,500,2023-06-23,2,0.91,0.95,0.99,0.98,3910,3094,1.26,51.45%,0.112872,"11:12 ET"
PLTR,14.63,Call,16.5,2023-06-30,9,0.18,0.19,0.19,0.19,7191,5718,1.26,85.69%,0.188534,"11:10 ET"
NVDA,423.2,Put,415,2023-06-23,2,3.4,3.45,3.5,3.45,9543,7581,1.26,52.24%,-0.318983,"11:12 ET"
AMD,112.93,Call,120,2023-06-23,2,0.24,0.25,0.25,0.25,22538,17954,1.26,69.93%,0.094177,"11:12 ET"
AMZN,124.82,Put,123,2023-06-30,9,1.82,1.83,1.84,1.82,1752,1407,1.25,30.02%,-0.417907,"11:12 ET"
GOOG,121.2,Call,124,2023-06-23,2,0.29,0.3,0.3,0.32,2557,2041,1.25,34.06%,0.180121,"11:11 ET"
"Downloaded from Barchart.com as of 06-21-2023 10:35am CDT"
